epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
167,1060.16,0.6541,0.66913,0.95039,0.86366,0.87154,0.89818,0.74548,0.70901,0.71386,0.97519,0.00754293,0.00754293,0.00754293
168,1066.17,0.65163,0.62555,0.9485,0.86129,0.87961,0.89773,0.75703,0.70784,0.71327,0.97709,0.00751602,0.00751602,0.00751602
169,1072.18,0.6585,0.64796,0.9424,0.84743,0.88992,0.89052,0.73979,0.72464,0.68408,0.98499,0.007489,0.007489,0.007489
170,1078.1,0.65389,0.64728,0.94558,0.85403,0.8437,0.89004,0.75414,0.69671,0.66844,0.96828,0.00746189,0.00746189,0.00746189
171,1084.06,0.65641,0.62406,0.92223,0.87962,0.84702,0.89425,0.73899,0.71428,0.68351,0.9562,0.00743468,0.00743468,0.00743468
172,1090,0.64756,0.61571,0.94099,0.84263,0.89375,0.89219,0.74723,0.71604,0.69976,0.9805,0.00740738,0.00740738,0.00740738
173,1095.93,0.67167,0.65789,0.94348,0.85546,0.88776,0.89248,0.74654,0.73209,0.68671,0.98959,0.00737998,0.00737998,0.00737998
174,1101.93,0.63367,0.60894,0.93329,0.85351,0.88346,0.89207,0.75382,0.6891,0.70252,0.98554,0.0073525,0.0073525,0.0073525
175,1107.89,0.6622,0.66722,0.95897,0.82562,0.85332,0.87807,0.73672,0.70893,0.7199,0.97523,0.00732492,0.00732492,0.00732492
176,1113.94,0.62606,0.61105,0.94097,0.84162,0.8993,0.89202,0.76194,0.69488,0.70308,0.96837,0.00729725,0.00729725,0.00729725
177,1119.84,0.63512,0.6138,0.93798,0.85417,0.89616,0.90097,0.75842,0.69387,0.69767,0.95963,0.0072695,0.0072695,0.0072695
178,1125.82,0.65103,0.63481,0.9316,0.84816,0.89995,0.88285,0.74769,0.67364,0.70788,0.96607,0.00724165,0.00724165,0.00724165
179,1131.83,0.64014,0.62437,0.93726,0.86181,0.90648,0.89623,0.76565,0.70035,0.7003,0.96424,0.00721372,0.00721372,0.00721372
180,1137.81,0.6231,0.61394,0.93309,0.84414,0.90689,0.8996,0.7626,0.67136,0.67476,0.95502,0.00718571,0.00718571,0.00718571
181,1143.77,0.63516,0.62444,0.94605,0.84086,0.90215,0.89244,0.76525,0.6693,0.70167,0.9507,0.00715761,0.00715761,0.00715761
182,1149.7,0.61078,0.602,0.92023,0.82358,0.90213,0.88309,0.76147,0.67072,0.69437,0.96197,0.00712942,0.00712942,0.00712942
183,1155.65,0.63703,0.60775,0.94376,0.83947,0.90542,0.9009,0.76962,0.69529,0.687,0.96247,0.00710116,0.00710116,0.00710116
184,1161.7,0.61964,0.60596,0.92506,0.8387,0.90848,0.90397,0.77235,0.6746,0.63948,0.96047,0.00707281,0.00707281,0.00707281
185,1167.67,0.62609,0.5985,0.93391,0.847,0.92065,0.90272,0.76748,0.706,0.66981,0.9747,0.00704439,0.00704439,0.00704439
186,1173.66,0.60414,0.60379,0.92038,0.85381,0.91654,0.90433,0.76342,0.71596,0.67145,0.97138,0.00701588,0.00701588,0.00701588
187,1179.64,0.61043,0.59313,0.92149,0.86335,0.90233,0.90338,0.77561,0.69461,0.68185,0.96444,0.0069873,0.0069873,0.0069873
188,1185.54,0.62304,0.60656,0.92629,0.85157,0.90284,0.90046,0.77276,0.67945,0.68356,0.97027,0.00695864,0.00695864,0.00695864
189,1191.5,0.62121,0.64663,0.93775,0.83696,0.91131,0.898,0.76318,0.68759,0.67517,0.97865,0.00692991,0.00692991,0.00692991
190,1197.42,0.60547,0.58803,0.91808,0.88764,0.85816,0.89926,0.76998,0.67628,0.68391,0.95981,0.0069011,0.0069011,0.0069011
191,1203.4,0.61476,0.61016,0.93409,0.86119,0.89696,0.90226,0.76863,0.65814,0.67064,0.95012,0.00687222,0.00687222,0.00687222
192,1209.41,0.58971,0.58408,0.92359,0.83938,0.87564,0.89105,0.76633,0.67304,0.67281,0.95143,0.00684326,0.00684326,0.00684326
193,1215.41,0.6013,0.5939,0.92689,0.86167,0.88899,0.90065,0.76146,0.68541,0.65562,0.95649,0.00681424,0.00681424,0.00681424
194,1221.35,0.59046,0.56289,0.9156,0.84323,0.9113,0.89604,0.76312,0.66075,0.65683,0.96064,0.00678514,0.00678514,0.00678514
195,1227.32,0.60467,0.58849,0.93055,0.84617,0.86801,0.89041,0.76883,0.67188,0.67107,0.96277,0.00675598,0.00675598,0.00675598
196,1233.2,0.60762,0.57114,0.92894,0.8121,0.89896,0.89736,0.76718,0.67417,0.68702,0.96118,0.00672675,0.00672675,0.00672675
197,1239.16,0.63904,0.6517,0.94941,0.88031,0.85088,0.89963,0.76285,0.68273,0.69161,0.96068,0.00669746,0.00669746,0.00669746
198,1245.13,0.61081,0.5969,0.93002,0.88992,0.83785,0.89638,0.75941,0.67894,0.70402,0.97005,0.0066681,0.0066681,0.0066681
199,1251.12,0.63551,0.61427,0.93866,0.8446,0.88996,0.90022,0.7745,0.67557,0.67506,0.96292,0.00663867,0.00663867,0.00663867
200,1257.13,0.61315,0.61812,0.93958,0.85827,0.87633,0.90213,0.76921,0.66633,0.66654,0.9632,0.00660918,0.00660918,0.00660918
201,1263.07,0.61268,0.61376,0.92852,0.85536,0.89625,0.9016,0.76974,0.6905,0.69115,0.96216,0.00657963,0.00657963,0.00657963
202,1268.97,0.61234,0.61057,0.93975,0.86174,0.85804,0.90299,0.76181,0.68767,0.6875,0.9608,0.00655002,0.00655002,0.00655002
203,1274.9,0.60295,0.60764,0.92419,0.85588,0.85525,0.89879,0.75711,0.6865,0.67911,0.95584,0.00652036,0.00652036,0.00652036
204,1280.93,0.62254,0.60464,0.93529,0.87626,0.84147,0.89919,0.77259,0.64737,0.67461,0.94178,0.00649063,0.00649063,0.00649063
205,1286.96,0.61852,0.62797,0.93931,0.84162,0.87499,0.9024,0.78784,0.66259,0.67209,0.93546,0.00646085,0.00646085,0.00646085
206,1292.99,0.59295,0.57991,0.90878,0.83517,0.90167,0.89922,0.76666,0.66352,0.70401,0.95036,0.00643101,0.00643101,0.00643101
207,1299.01,0.61184,0.56101,0.9225,0.85038,0.90922,0.89532,0.77232,0.68016,0.67961,0.96919,0.00640111,0.00640111,0.00640111
208,1305.03,0.60778,0.57966,0.92301,0.83813,0.87261,0.88865,0.7766,0.67572,0.70373,0.9683,0.00637116,0.00637116,0.00637116
209,1311.07,0.61289,0.61467,0.93014,0.8242,0.87582,0.89347,0.77722,0.64532,0.6639,0.94674,0.00634117,0.00634117,0.00634117
210,1317.05,0.60904,0.6106,0.9277,0.86009,0.87879,0.89794,0.77327,0.64754,0.64172,0.94722,0.00631112,0.00631112,0.00631112
211,1323.06,0.59083,0.53148,0.91217,0.85887,0.86892,0.89323,0.76705,0.68712,0.69447,0.95671,0.00628101,0.00628101,0.00628101
212,1329.08,0.60026,0.5933,0.92026,0.84262,0.91158,0.90346,0.77872,0.67648,0.66675,0.95331,0.00625087,0.00625087,0.00625087
213,1335.02,0.58934,0.56739,0.91408,0.86231,0.91057,0.90315,0.78481,0.64754,0.64351,0.94515,0.00622067,0.00622067,0.00622067
214,1341,0.60332,0.61184,0.92683,0.83539,0.87071,0.89508,0.76389,0.67363,0.67395,0.94176,0.00619043,0.00619043,0.00619043
215,1347.06,0.59041,0.59059,0.9267,0.83402,0.86696,0.89515,0.76357,0.67205,0.66691,0.94573,0.00616014,0.00616014,0.00616014
216,1353.1,0.59827,0.57371,0.92066,0.84172,0.90834,0.89815,0.77088,0.66823,0.66738,0.95232,0.00612981,0.00612981,0.00612981
217,1359.21,0.57655,0.54187,0.91809,0.88541,0.86314,0.901,0.76378,0.67225,0.68437,0.96816,0.00609944,0.00609944,0.00609944
218,1365.26,0.63231,0.63565,0.94473,0.83452,0.89711,0.89927,0.76147,0.68624,0.68487,0.98207,0.00606902,0.00606902,0.00606902
219,1371.18,0.60172,0.57449,0.91718,0.84698,0.90711,0.90215,0.77307,0.66299,0.66628,0.95883,0.00603856,0.00603856,0.00603856
220,1377.29,0.62357,0.60444,0.93314,0.88752,0.85568,0.8984,0.77168,0.68111,0.67348,0.9664,0.00600807,0.00600807,0.00600807
221,1383.28,0.59667,0.56421,0.91379,0.86357,0.85792,0.89155,0.77758,0.6502,0.64666,0.96532,0.00597754,0.00597754,0.00597754
222,1389.19,0.62521,0.6117,0.93447,0.84745,0.86225,0.89248,0.77488,0.64282,0.63627,0.94963,0.00594697,0.00594697,0.00594697
223,1395.17,0.60027,0.59825,0.92999,0.84892,0.90606,0.90191,0.77964,0.65546,0.6499,0.94779,0.00591636,0.00591636,0.00591636
224,1401.15,0.57772,0.55159,0.90601,0.86592,0.8968,0.90374,0.77715,0.67364,0.66457,0.95985,0.00588573,0.00588573,0.00588573
225,1407.14,0.58072,0.56707,0.91221,0.87176,0.90431,0.90507,0.77144,0.65473,0.64925,0.94926,0.00585505,0.00585505,0.00585505
226,1413.18,0.60382,0.57658,0.91847,0.84621,0.89465,0.89888,0.77453,0.66016,0.64972,0.94744,0.00582435,0.00582435,0.00582435
227,1419.23,0.60673,0.59099,0.9292,0.87343,0.85128,0.89617,0.78235,0.64202,0.66174,0.94919,0.00579362,0.00579362,0.00579362
228,1425.25,0.59772,0.56281,0.91929,0.83977,0.88354,0.89301,0.77519,0.65315,0.63531,0.96751,0.00576285,0.00576285,0.00576285
229,1431.21,0.60347,0.59512,0.92367,0.81725,0.90501,0.89896,0.76677,0.70033,0.64956,0.99054,0.00573206,0.00573206,0.00573206
230,1437.21,0.59673,0.57991,0.91537,0.81427,0.91568,0.89817,0.75754,0.70436,0.66853,0.97531,0.00570124,0.00570124,0.00570124
231,1443.16,0.57387,0.54217,0.91409,0.83395,0.89388,0.89399,0.76633,0.68919,0.66761,0.96013,0.0056704,0.0056704,0.0056704
232,1449.06,0.61566,0.59834,0.9249,0.8477,0.89035,0.8945,0.76911,0.68361,0.6587,0.95194,0.00563953,0.00563953,0.00563953
233,1455.02,0.59031,0.572,0.91453,0.83569,0.89987,0.89097,0.76901,0.65857,0.65393,0.94658,0.00560864,0.00560864,0.00560864
234,1461.03,0.58044,0.5686,0.91221,0.85131,0.89304,0.89231,0.77282,0.63706,0.64593,0.93631,0.00557773,0.00557773,0.00557773
235,1466.97,0.58724,0.57451,0.9065,0.84557,0.90702,0.89884,0.78651,0.63838,0.64497,0.94059,0.00554679,0.00554679,0.00554679
236,1472.97,0.57319,0.56435,0.90022,0.85323,0.91623,0.90632,0.7898,0.64641,0.638,0.93862,0.00551584,0.00551584,0.00551584
237,1478.95,0.58519,0.5372,0.9104,0.85305,0.91604,0.90432,0.78184,0.65319,0.64763,0.93919,0.00548486,0.00548486,0.00548486
238,1484.96,0.56309,0.5666,0.90404,0.84677,0.90237,0.90194,0.7847,0.64431,0.66423,0.94039,0.00545387,0.00545387,0.00545387
239,1490.94,0.57634,0.57751,0.91323,0.82422,0.90071,0.89533,0.77305,0.64883,0.66149,0.94067,0.00542287,0.00542287,0.00542287
240,1496.9,0.61506,0.60347,0.93335,0.82458,0.91083,0.89716,0.77735,0.63952,0.65391,0.93577,0.00539185,0.00539185,0.00539185
241,1502.89,0.6077,0.58564,0.92834,0.8428,0.90534,0.90031,0.78087,0.65083,0.66126,0.93766,0.00536081,0.00536081,0.00536081
242,1508.95,0.58417,0.58644,0.91365,0.82777,0.89499,0.89694,0.77732,0.65311,0.67753,0.94436,0.00532977,0.00532977,0.00532977
243,1514.96,0.60038,0.61074,0.92445,0.83125,0.90418,0.89969,0.78003,0.65877,0.6784,0.94861,0.00529871,0.00529871,0.00529871
244,1521,0.57034,0.56511,0.90758,0.82914,0.90018,0.89588,0.77618,0.64023,0.67828,0.95232,0.00526764,0.00526764,0.00526764
245,1526.9,0.58305,0.59104,0.91217,0.84849,0.90791,0.90094,0.77623,0.65373,0.64937,0.94735,0.00523657,0.00523657,0.00523657
246,1532.86,0.60409,0.60587,0.92745,0.8422,0.89746,0.90195,0.78355,0.63512,0.63683,0.9499,0.00520548,0.00520548,0.00520548
247,1538.85,0.57895,0.58739,0.9109,0.8673,0.88546,0.90826,0.7812,0.65287,0.65178,0.94446,0.00517439,0.00517439,0.00517439
248,1544.83,0.57518,0.57499,0.91524,0.8353,0.90771,0.90452,0.78549,0.6304,0.67217,0.93446,0.0051433,0.0051433,0.0051433
249,1550.85,0.55728,0.53927,0.90067,0.82677,0.90729,0.89389,0.768,0.62241,0.64602,0.92511,0.0051122,0.0051122,0.0051122
250,1556.89,0.58054,0.56794,0.91707,0.86216,0.8759,0.89393,0.77335,0.61624,0.66324,0.93704,0.0050811,0.0050811,0.0050811
251,1562.79,0.54837,0.5142,0.88499,0.87647,0.88736,0.89762,0.77727,0.61524,0.68374,0.93551,0.00505,0.00505,0.00505
252,1568.77,0.57689,0.56394,0.91046,0.88806,0.88807,0.89714,0.77129,0.63573,0.69418,0.94383,0.0050189,0.0050189,0.0050189
253,1574.75,0.59104,0.56346,0.91176,0.86826,0.89183,0.90192,0.77955,0.6436,0.69319,0.94399,0.0049878,0.0049878,0.0049878
254,1580.66,0.60051,0.61237,0.92311,0.83801,0.90289,0.89666,0.78547,0.64529,0.6731,0.94296,0.0049567,0.0049567,0.0049567
255,1586.61,0.5721,0.55895,0.90925,0.81732,0.90713,0.88193,0.76468,0.63033,0.66036,0.93874,0.00492561,0.00492561,0.00492561
256,1592.6,0.5732,0.55353,0.90099,0.82393,0.915,0.89826,0.78729,0.62369,0.65627,0.92915,0.00489452,0.00489452,0.00489452
257,1598.65,0.56384,0.56851,0.91554,0.85374,0.89256,0.90228,0.78951,0.62676,0.65102,0.92595,0.00486343,0.00486343,0.00486343
258,1604.64,0.55573,0.53554,0.89504,0.8503,0.90269,0.90102,0.78793,0.66457,0.67283,0.93198,0.00483236,0.00483236,0.00483236
259,1610.67,0.59061,0.56552,0.91144,0.85042,0.90389,0.89834,0.78323,0.62451,0.66138,0.92491,0.00480129,0.00480129,0.00480129
260,1616.63,0.58287,0.54178,0.91038,0.84014,0.90579,0.90124,0.78188,0.63906,0.66333,0.92024,0.00477023,0.00477023,0.00477023
261,1622.6,0.58084,0.56419,0.9055,0.85419,0.90608,0.90674,0.78436,0.61706,0.64537,0.91942,0.00473919,0.00473919,0.00473919
262,1628.6,0.5784,0.56852,0.91866,0.8602,0.9085,0.9074,0.77925,0.60132,0.6477,0.91429,0.00470815,0.00470815,0.00470815
263,1634.47,0.57203,0.56033,0.91314,0.86237,0.90631,0.90127,0.78742,0.62295,0.65261,0.92798,0.00467713,0.00467713,0.00467713
264,1640.42,0.56683,0.57205,0.92409,0.85651,0.90404,0.89238,0.768,0.63241,0.65076,0.93467,0.00464613,0.00464613,0.00464613
265,1646.44,0.57892,0.55808,0.91878,0.85595,0.90938,0.89766,0.78836,0.61832,0.64181,0.93435,0.00461514,0.00461514,0.00461514
266,1652.34,0.55392,0.54055,0.90698,0.8503,0.90295,0.89804,0.78213,0.61919,0.63859,0.93017,0.00458416,0.00458416,0.00458416
267,1658.28,0.55717,0.53056,0.90103,0.86082,0.901,0.90131,0.78662,0.60837,0.6371,0.92436,0.00455321,0.00455321,0.00455321
268,1664.23,0.55211,0.53121,0.9062,0.85282,0.89988,0.89911,0.76931,0.64185,0.65897,0.94962,0.00452227,0.00452227,0.00452227
269,1670.22,0.54836,0.52026,0.89648,0.83501,0.89531,0.89591,0.77467,0.62598,0.64886,0.94492,0.00449136,0.00449136,0.00449136
270,1676.14,0.58011,0.5852,0.91894,0.84218,0.8985,0.89227,0.77125,0.62665,0.64044,0.93338,0.00446047,0.00446047,0.00446047
271,1682.19,0.55603,0.55708,0.91768,0.86385,0.89584,0.89666,0.77291,0.61403,0.62798,0.92857,0.0044296,0.0044296,0.0044296
272,1688.19,0.5852,0.57173,0.91496,0.84516,0.88964,0.89788,0.78151,0.60827,0.62085,0.93105,0.00439876,0.00439876,0.00439876
273,1694.16,0.55728,0.53832,0.90835,0.84605,0.90742,0.90019,0.78463,0.62108,0.62054,0.9444,0.00436794,0.00436794,0.00436794
274,1700.19,0.55948,0.50667,0.90674,0.83575,0.91992,0.90238,0.79148,0.62427,0.63383,0.94294,0.00433715,0.00433715,0.00433715
275,1706.14,0.55506,0.5419,0.90338,0.83008,0.91786,0.90143,0.79365,0.62843,0.63054,0.94713,0.00430638,0.00430638,0.00430638
276,1712.09,0.53634,0.53299,0.90688,0.8363,0.9033,0.89824,0.79456,0.61119,0.63932,0.94143,0.00427565,0.00427565,0.00427565
277,1718.02,0.56017,0.53936,0.91686,0.8511,0.89745,0.90363,0.78826,0.61973,0.65066,0.93466,0.00424495,0.00424495,0.00424495
278,1723.99,0.54901,0.5274,0.90779,0.83817,0.90598,0.90409,0.79184,0.6303,0.64603,0.92819,0.00421427,0.00421427,0.00421427
279,1729.95,0.54679,0.49643,0.89597,0.8447,0.92376,0.90054,0.78943,0.62394,0.63501,0.93029,0.00418364,0.00418364,0.00418364
280,1735.93,0.56533,0.55666,0.90676,0.8578,0.88562,0.8995,0.77777,0.62295,0.62195,0.93184,0.00415303,0.00415303,0.00415303
281,1741.93,0.55704,0.55012,0.90626,0.84555,0.88444,0.89582,0.78746,0.60209,0.61583,0.92395,0.00412246,0.00412246,0.00412246
282,1747.89,0.56806,0.54802,0.91975,0.88065,0.85941,0.90217,0.78899,0.61112,0.61782,0.91778,0.00409193,0.00409193,0.00409193
283,1753.8,0.56055,0.5489,0.91341,0.84964,0.90868,0.90844,0.79857,0.61573,0.64449,0.92252,0.00406144,0.00406144,0.00406144
284,1759.89,0.54751,0.52039,0.90563,0.8732,0.88799,0.90679,0.79271,0.60967,0.6314,0.92778,0.00403098,0.00403098,0.00403098
285,1765.85,0.55415,0.52694,0.90815,0.87677,0.88088,0.89747,0.77269,0.64599,0.64977,0.94125,0.00400056,0.00400056,0.00400056
286,1771.89,0.56731,0.54642,0.91111,0.85762,0.90142,0.89676,0.77602,0.64072,0.65876,0.93718,0.00397019,0.00397019,0.00397019
287,1777.92,0.5473,0.52126,0.89727,0.84486,0.91686,0.89661,0.77492,0.67463,0.69294,0.95733,0.00393986,0.00393986,0.00393986
288,1783.91,0.55006,0.53018,0.90016,0.83683,0.89765,0.89745,0.78223,0.66052,0.68651,0.94977,0.00390957,0.00390957,0.00390957
289,1789.96,0.55872,0.561,0.91321,0.83088,0.8901,0.89694,0.78093,0.64458,0.66887,0.93811,0.00387933,0.00387933,0.00387933
290,1795.91,0.5657,0.53252,0.91734,0.85213,0.86342,0.89252,0.76948,0.61413,0.66058,0.93169,0.00384913,0.00384913,0.00384913
291,1801.95,0.55046,0.54738,0.89873,0.85012,0.87461,0.8967,0.77255,0.63729,0.67364,0.93978,0.00381899,0.00381899,0.00381899
292,1807.96,0.5414,0.52962,0.89676,0.85764,0.89205,0.90387,0.781,0.62493,0.65384,0.92271,0.00378888,0.00378888,0.00378888
293,1813.93,0.52927,0.51149,0.88569,0.85327,0.89436,0.90252,0.77913,0.64156,0.66734,0.92885,0.00375883,0.00375883,0.00375883
294,1820,0.52785,0.49459,0.89508,0.85544,0.8861,0.89991,0.77422,0.65007,0.69578,0.93996,0.00372884,0.00372884,0.00372884
295,1826,0.53228,0.54001,0.89504,0.83638,0.90071,0.88945,0.7779,0.63906,0.73335,0.94914,0.00369889,0.00369889,0.00369889
296,1831.89,0.53714,0.49867,0.89126,0.84339,0.89842,0.89567,0.78556,0.6277,0.71881,0.94325,0.00366899,0.00366899,0.00366899
297,1837.84,0.5314,0.49191,0.89399,0.83612,0.89891,0.90102,0.7865,0.62566,0.70083,0.9387,0.00363915,0.00363915,0.00363915
298,1843.79,0.52568,0.51426,0.89064,0.83079,0.90278,0.89776,0.78246,0.61301,0.66396,0.93358,0.00360937,0.00360937,0.00360937
299,1849.72,0.53226,0.50228,0.88903,0.82935,0.87985,0.89347,0.7734,0.61337,0.65219,0.93353,0.00357964,0.00357964,0.00357964
300,1855.68,0.5548,0.52464,0.89879,0.83555,0.87637,0.89492,0.77547,0.60628,0.65627,0.92218,0.00354998,0.00354998,0.00354998
301,1861.65,0.56988,0.55157,0.9109,0.87699,0.84836,0.90277,0.78038,0.60513,0.64934,0.92197,0.00352037,0.00352037,0.00352037
302,1867.65,0.53038,0.53009,0.90378,0.87652,0.86049,0.90144,0.78678,0.60616,0.64788,0.91963,0.00349082,0.00349082,0.00349082
303,1873.66,0.54552,0.54931,0.90582,0.85282,0.89855,0.90068,0.79153,0.58489,0.64885,0.91773,0.00346133,0.00346133,0.00346133
304,1879.65,0.54997,0.52948,0.89974,0.87083,0.8818,0.8976,0.7938,0.58482,0.64394,0.9153,0.0034319,0.0034319,0.0034319
305,1885.67,0.54462,0.51636,0.89147,0.87305,0.88329,0.89665,0.79059,0.59692,0.65707,0.91619,0.00340254,0.00340254,0.00340254
306,1891.74,0.56022,0.58505,0.91617,0.86938,0.8869,0.89937,0.79383,0.61212,0.67342,0.92334,0.00337325,0.00337325,0.00337325
307,1897.73,0.54027,0.54778,0.88962,0.85296,0.88572,0.89411,0.78304,0.61136,0.66556,0.92594,0.00334402,0.00334402,0.00334402
308,1903.69,0.54754,0.53718,0.90266,0.86995,0.85262,0.89384,0.78364,0.61809,0.66403,0.9271,0.00331486,0.00331486,0.00331486
309,1909.66,0.51727,0.51221,0.89411,0.84718,0.87047,0.8963,0.7856,0.61324,0.66234,0.93073,0.00328576,0.00328576,0.00328576
310,1915.7,0.54976,0.54995,0.90056,0.81866,0.90938,0.89263,0.78333,0.58628,0.65641,0.92642,0.00325674,0.00325674,0.00325674
311,1921.84,0.53087,0.53101,0.89471,0.83259,0.89032,0.88901,0.77922,0.59337,0.64713,0.92409,0.00322778,0.00322778,0.00322778
312,1927.96,0.54362,0.52585,0.90399,0.83816,0.89734,0.89151,0.77084,0.60957,0.65264,0.92552,0.0031989,0.0031989,0.0031989
313,1934.11,0.54559,0.51237,0.88833,0.84499,0.9029,0.90367,0.7861,0.58829,0.65035,0.92514,0.00317009,0.00317009,0.00317009
314,1940.08,0.55415,0.55339,0.91182,0.84346,0.89421,0.90397,0.79109,0.59682,0.6468,0.9257,0.00314136,0.00314136,0.00314136
315,1946.07,0.54002,0.52372,0.89478,0.83138,0.89205,0.90144,0.79316,0.60112,0.63633,0.92827,0.0031127,0.0031127,0.0031127
316,1952.17,0.52451,0.50866,0.88806,0.8415,0.88095,0.89999,0.79241,0.59958,0.62351,0.93155,0.00308412,0.00308412,0.00308412
317,1958.21,0.53541,0.50548,0.89095,0.84287,0.89128,0.90273,0.79367,0.59882,0.63918,0.92718,0.00305561,0.00305561,0.00305561
318,1964.18,0.5515,0.57085,0.89853,0.8524,0.8825,0.90079,0.79376,0.59562,0.65459,0.9278,0.00302719,0.00302719,0.00302719
319,1970.24,0.53753,0.49932,0.89941,0.85047,0.87457,0.88896,0.77943,0.61262,0.6739,0.93521,0.00299884,0.00299884,0.00299884
320,1976.26,0.52871,0.4997,0.89187,0.8643,0.85972,0.88911,0.78705,0.6107,0.69496,0.93538,0.00297058,0.00297058,0.00297058
321,1982.26,0.52409,0.51285,0.8816,0.83729,0.8772,0.89002,0.7877,0.61264,0.7249,0.93679,0.00294239,0.00294239,0.00294239
322,1988.32,0.53782,0.53491,0.90074,0.81255,0.89598,0.89049,0.78763,0.60493,0.69231,0.93793,0.00291429,0.00291429,0.00291429
323,1994.36,0.52783,0.52625,0.89968,0.83022,0.86474,0.88361,0.78064,0.59013,0.67674,0.93768,0.00288628,0.00288628,0.00288628
324,2000.42,0.53066,0.50872,0.88859,0.82227,0.87244,0.88474,0.78018,0.5937,0.67062,0.939,0.00285835,0.00285835,0.00285835
325,2006.51,0.52943,0.55657,0.89851,0.82519,0.87117,0.88066,0.77046,0.59469,0.66738,0.93226,0.0028305,0.0028305,0.0028305
326,2012.44,0.52363,0.5122,0.89263,0.81899,0.882,0.88894,0.7786,0.57774,0.6449,0.91811,0.00280275,0.00280275,0.00280275
327,2018.58,0.53944,0.53223,0.91338,0.83464,0.88553,0.89461,0.78177,0.58208,0.63485,0.92467,0.00277508,0.00277508,0.00277508
328,2025.24,0.52095,0.50836,0.89077,0.82473,0.89123,0.89411,0.78345,0.59253,0.64071,0.93813,0.0027475,0.0027475,0.0027475
329,2031.93,0.5271,0.51088,0.88783,0.82695,0.89314,0.89187,0.78597,0.604,0.64432,0.93789,0.00272002,0.00272002,0.00272002
330,2038.61,0.53354,0.49611,0.89576,0.83997,0.89156,0.89194,0.78135,0.59243,0.64605,0.93258,0.00269262,0.00269262,0.00269262
331,2045.33,0.51847,0.50194,0.89646,0.84622,0.90016,0.88976,0.77737,0.59278,0.64619,0.92856,0.00266532,0.00266532,0.00266532
332,2051.9,0.53483,0.54495,0.90444,0.83801,0.90975,0.8908,0.77857,0.60075,0.65243,0.92714,0.00263811,0.00263811,0.00263811
333,2058.6,0.5233,0.49728,0.8938,0.82655,0.90885,0.88656,0.77728,0.58948,0.65049,0.92686,0.002611,0.002611,0.002611
